 Gage Information - ELVN5 - EL VADO DAM                             
                                                                                                
                                        
  Year 2018

  Month  Day  Time   Storage    Elevation
             (mst)   (LS ac-ft) (HP ft)
  -----  ---  ----   -------    ---------
  Aug     25  2000    12526      6803.42
  Aug     25  1930    12526      6803.42
  Aug     25  1900    12526      6803.42
  Aug     25  1830    12526      6803.42
  Aug     25  1800    12526      6803.42
  Aug     25  1730    12526      6803.42
  Aug     25  1700    12526      6803.42
  Aug     25  1630    12526      6803.42
  Aug     25  1600    12526      6803.42
  Aug     25  1530    12526      6803.42
  Aug     25  1500    12533      6803.43
  Aug     25  1430    12533      6803.43
  Aug     25  1400    12533      6803.43
  Aug     25  1330    12533      6803.43
  Aug     25  1300    12533      6803.43
  Aug     25  1230    12533      6803.43
  Aug     25  1200    12533      6803.43
  Aug     25  1130    12533      6803.43
  Aug     25  1100    12533      6803.43
  Aug     25  1030    12533      6803.43
  Aug     25  1000    12526      6803.42
  Aug     25   930    12526      6803.42
  Aug     25   900    12526      6803.42
  Aug     25   830    12526      6803.42
  Aug     25   800    12526      6803.42
  Aug     25   730    12526      6803.42
  Aug     25   700    12526      6803.42
  Aug     25   630    12526      6803.42
  Aug     25   600    12533      6803.43
  Aug     25   530    12533      6803.43
  Aug     25   500    12533      6803.43
  Aug     25   430    12533      6803.43
  Aug     25   400    12533      6803.43
  Aug     25   330    12533      6803.43
  Aug     25   300    12533      6803.43
  Aug     25   230    12533      6803.43
  Aug     25   200    12533      6803.43
  Aug     25   130    12533      6803.43
  Aug     25   100    12533      6803.43
  Aug     25    30    12533      6803.43
  Aug     25     0    12533      6803.43
  Aug     24  2330    12533      6803.43
  Aug     24  2300    12533      6803.43
  Aug     24  2230    12533      6803.43
  Aug     24  2200    12533      6803.43
  Aug     24  2130    12533      6803.43
  Aug     24  2100    12533      6803.43
  Aug     24  2030    12540      6803.44
  Aug     24  2000    12540      6803.44
  Aug     24  1930    12540      6803.44
  Aug     24  1900    12540      6803.44
  Aug     24  1830    12540      6803.44
  Aug     24  1800    12540      6803.44
  Aug     24  1730    12540      6803.44
  Aug     24  1700    12540      6803.44
  Aug     24  1630    12540      6803.44
  Aug     24  1600    12540      6803.44
  Aug     24  1530    12540      6803.44
  Aug     24  1500    12540      6803.44
  Aug     24  1430    12540      6803.44
  Aug     24  1400    12540      6803.44
  Aug     24  1330    12540      6803.44
  Aug     24  1300    12540      6803.44
  Aug     24  1230    12540      6803.44
  Aug     24  1200    12540      6803.44
  Aug     24  1130    12540      6803.44
  Aug     24  1100    12574      6803.49
  Aug     24  1030    12540      6803.44
  Aug     24  1000    12540      6803.44
  Aug     24   930    12540      6803.44
  Aug     24   900    12540      6803.44
  Aug     24   830    12540      6803.44
  Aug     24   800    12540      6803.44
  Aug     24   730    12540      6803.44
  Aug     24   700    12540      6803.44
  Aug     24   630    12540      6803.44
  Aug     24   600    12540      6803.44
  Aug     24   530    12540      6803.44
  Aug     24   500    12540      6803.44
  Aug     24   430    12540      6803.44
  Aug     24   400    12540      6803.44
  Aug     24   330    12540      6803.44
  Aug     24   300    12540      6803.44
  Aug     24   230    12540      6803.44
  Aug     24   200    12540      6803.44
  Aug     24   130    12540      6803.44
  Aug     24   100    12540      6803.44
  Aug     24    30    12540      6803.44
  Aug     24     0    12540      6803.44
  Aug     23  2330    12540      6803.44
  Aug     23  2300    12540      6803.44
  Aug     23  2230    12540      6803.44
  Aug     23  2200    12540      6803.44
  Aug     23  2130    12540      6803.44
  Aug     23  2100    12540      6803.44
  Aug     23  2030    12540      6803.44
  Aug     23  2000    12540      6803.44
  Aug     23  1930    12540      6803.44
  Aug     23  1900    12540      6803.44
  Aug     23  1830    12547      6803.45
  Aug     23  1800    12547      6803.45
  Aug     23  1730    12547      6803.45
  Aug     23  1700    12547      6803.45
  Aug     23  1630    12547      6803.45
  Aug     23  1600    12540      6803.44
  Aug     23  1530    12540      6803.44
  Aug     23  1500    12540      6803.44
  Aug     23  1430    12540      6803.44
  Aug     23  1400    12540      6803.44
  Aug     23  1330    12540      6803.44
  Aug     23  1300    12540      6803.44
  Aug     23  1230    12540      6803.44
  Aug     23  1200    12540      6803.44
  Aug     23  1130    12540      6803.44
  Aug     23  1100    12540      6803.44
  Aug     23  1030    12540      6803.44
  Aug     23  1000    12540      6803.44
  Aug     23   930    12540      6803.44
  Aug     23   900    12540      6803.44
  Aug     23   830    12540      6803.44
  Aug     23   800    12540      6803.44
  Aug     23   730    12540      6803.44
  Aug     23   700    12540      6803.44
  Aug     23   630    12540      6803.44
  Aug     23   600    12540      6803.44
  Aug     23   530    12540      6803.44
  Aug     23   500    12540      6803.44
  Aug     23   430    12540      6803.44
  Aug     23   400    12540      6803.44
  Aug     23   330    12540      6803.44
  Aug     23   300    12540      6803.44
  Aug     23   230    12540      6803.44
  Aug     23   200    12540      6803.44
  Aug     23   130    12540      6803.44
  Aug     23   100    12540      6803.44
  Aug     23    30    12540      6803.44
  Aug     23     0    12540      6803.44
  Aug     22  2330    12540      6803.44
  Aug     22  2300    12540      6803.44
  Aug     22  2230    12540      6803.44
  Aug     22  2200    12540      6803.44
  Aug     22  2130    12540      6803.44
  Aug     22  2100    12540      6803.44
  Aug     22  2030    12540      6803.44
  Aug     22  2000    12540      6803.44
  Aug     22  1930    12540      6803.44
  Aug     22  1900    12540      6803.44
  Aug     22  1830    12533      6803.43
  Aug     22  1800    12533      6803.43
  Aug     22  1730    12533      6803.43
  Aug     22  1700    12533      6803.43
  Aug     22  1630    12533      6803.43
  Aug     22  1600    12533      6803.43
  Aug     22  1530    12533      6803.43
  Aug     22  1500    12533      6803.43
  Aug     22  1430    12533      6803.43
  Aug     22  1400    12540      6803.44
  Aug     22  1330    12540      6803.44
  Aug     22  1300    12540      6803.44
  Aug     22  1230    12540      6803.44
  Aug     22  1200    12540      6803.44
  Aug     22  1130    12540      6803.44
  Aug     22  1100    12540      6803.44
  Aug     22  1030    12540      6803.44
  Aug     22  1000    12540      6803.44
  Aug     22   930    12540      6803.44
  Aug     22   900    12540      6803.44
  Aug     22   830    12540      6803.44
  Aug     22   800    12540      6803.44
  Aug     22   730    12540      6803.44
  Aug     22   700    12540      6803.44
  Aug     22   630    12540      6803.44
  Aug     22   600    12540      6803.44
  Aug     22   530    12540      6803.44
  Aug     22   500    12540      6803.44
  Aug     22   430    12540      6803.44
  Aug     22   400    12540      6803.44
  Aug     22   330    12540      6803.44
  Aug     22   300    12540      6803.44
  Aug     22   230    12540      6803.44
  Aug     22   200    12540      6803.44
  Aug     22   130    12540      6803.44
  Aug     22   100    12540      6803.44
  Aug     22    30    12540      6803.44
  Aug     22     0    12540      6803.44
  Aug     21  2330    12540      6803.44
  Aug     21  2300    12540      6803.44
  Aug     21  2230    12540      6803.44
  Aug     21  2200    12540      6803.44
  Aug     21  2130    12540      6803.44
  Aug     21  2100    12540      6803.44
  Aug     21  2030    12540      6803.44
  Aug     21  2000    12547      6803.45
  Aug     21  1930    12547      6803.45
  Aug     21  1900    12547      6803.45
  Aug     21  1830    12553      6803.46
  Aug     21  1800    12540      6803.44
  Aug     21  1730    12540      6803.44
  Aug     21  1700    12547      6803.45
  Aug     21  1630    12533      6803.43
  Aug     21  1600    12553      6803.46
  Aug     21  1530    12547      6803.45
  Aug     21  1500    12540      6803.44
  Aug     21  1430    12540      6803.44
  Aug     21  1400    12526      6803.42
  Aug     21  1330    12526      6803.42
  Aug     21  1300    12526      6803.42
  Aug     21  1230    12526      6803.42
  Aug     21  1200    12526      6803.42
  Aug     21  1130    12526      6803.42
  Aug     21  1100    12526      6803.42
  Aug     21  1030    12526      6803.42
  Aug     21  1000    12526      6803.42
  Aug     21   930    12526      6803.42
  Aug     21   900    12526      6803.42
  Aug     21   830    12526      6803.42
  Aug     21   800    12526      6803.42
  Aug     21   730    12526      6803.42
  Aug     21   700    12526      6803.42
  Aug     21   630    12526      6803.42
  Aug     21   600    12526      6803.42
  Aug     21   530    12526      6803.42
  Aug     21   500    12533      6803.43
  Aug     21   430    12533      6803.43
  Aug     21   400    12533      6803.43
  Aug     21   330    12533      6803.43
  Aug     21   300    12533      6803.43
  Aug     21   230    12533      6803.43
  Aug     21   200    12533      6803.43
  Aug     21   130    12533      6803.43
  Aug     21   100    12533      6803.43
  Aug     21    30    12533      6803.43
  Aug     21     0    12533      6803.43
  Aug     20  2330    12533      6803.43
  Aug     20  2300    12533      6803.43
  Aug     20  2230    12533      6803.43
  Aug     20  2200    12533      6803.43
  Aug     20  2130    12533      6803.43
  Aug     20  2100    12533      6803.43
  Aug     20  2030    12533      6803.43
  Aug     20  2000    12533      6803.43
  Aug     20  1930    12533      6803.43
  Aug     20  1900    12533      6803.43
  Aug     20  1830    12533      6803.43
  Aug     20  1800    12533      6803.43
  Aug     20  1730    12533      6803.43
  Aug     20  1700    12533      6803.43
  Aug     20  1630    12533      6803.43
  Aug     20  1600    12533      6803.43
  Aug     20  1530    12533      6803.43
  Aug     20  1500    12533      6803.43
  Aug     20  1430    12533      6803.43
  Aug     20  1400    12533      6803.43
  Aug     20  1330    12533      6803.43
  Aug     20  1300    12533      6803.43
  Aug     20  1230    12533      6803.43
  Aug     20  1200    12533      6803.43
  Aug     20  1130    12533      6803.43
  Aug     20  1100    12533      6803.43
  Aug     20  1030    12533      6803.43
  Aug     20  1000    12533      6803.43
  Aug     20   930    12533      6803.43
  Aug     20   900    12540      6803.44
  Aug     20   830    12540      6803.44
  Aug     20   800    12540      6803.44
  Aug     20   730    12540      6803.44
  Aug     20   700    12540      6803.44
  Aug     20   630    12540      6803.44
  Aug     20   600    12540      6803.44
  Aug     20   530    12540      6803.44
  Aug     20   500    12540      6803.44
  Aug     20   430    12540      6803.44
  Aug     20   400    12540      6803.44
  Aug     20   330    12540      6803.44
  Aug     20   300    12540      6803.44
  Aug     20   230    12540      6803.44
  Aug     20   200    12540      6803.44
  Aug     20   130    12540      6803.44
  Aug     20   100    12533      6803.43
  Aug     20    30    12533      6803.43
  Aug     20     0    12533      6803.43
  Aug     19  2330    12533      6803.43
  Aug     19  2300    12533      6803.43
  Aug     19  2230    12533      6803.43
  Aug     19  2200    12533      6803.43
  Aug     19  2130    12533      6803.43
  Aug     19  2100    12533      6803.43
  Aug     19  2030    12540      6803.44
  Aug     19  2000    12540      6803.44
  Aug     19  1930    12540      6803.44
  Aug     19  1900    12540      6803.44
  Aug     19  1830    12540      6803.44
  Aug     19  1800    12540      6803.44
  Aug     19  1730    12540      6803.44
  Aug     19  1700    12540      6803.44
  Aug     19  1630    12540      6803.44
  Aug     19  1600    12540      6803.44
  Aug     19  1530    12540      6803.44
  Aug     19  1500    12540      6803.44
  Aug     19  1430    12540      6803.44
  Aug     19  1400    12540      6803.44
  Aug     19  1330    12540      6803.44
  Aug     19  1300    12540      6803.44
  Aug     19  1230    12540      6803.44
  Aug     19  1200    12540      6803.44
  Aug     19  1130    12540      6803.44
  Aug     19  1100    12540      6803.44
  Aug     19  1030    12540      6803.44
  Aug     19  1000    12540      6803.44
  Aug     19   930    12540      6803.44
  Aug     19   900    12540      6803.44
  Aug     19   830    12540      6803.44
  Aug     19   800    12540      6803.44
  Aug     19   730    12540      6803.44
  Aug     19   700    12540      6803.44
  Aug     19   630    12540      6803.44
  Aug     19   600    12540      6803.44
  Aug     19   530    12540      6803.44
  Aug     19   500    12540      6803.44
  Aug     19   430    12540      6803.44
  Aug     19   400    12540      6803.44
  Aug     19   330    12540      6803.44
  Aug     19   300    12540      6803.44
  Aug     19   230    12540      6803.44
  Aug     19   200    12540      6803.44
  Aug     19   130    12540      6803.44
  Aug     19   100    12540      6803.44
  Aug     19    30    12540      6803.44
  Aug     19     0    12540      6803.44
  Aug     18  2330    12540      6803.44
  Aug     18  2300    12540      6803.44
  Aug     18  2230    12540      6803.44
  Aug     18  2200    12540      6803.44
  Aug     18  2130    12540      6803.44
  Aug     18  2100    12540      6803.44
  Aug     18  2030    12540      6803.44
  Aug     18  2000    12540      6803.44
  Aug     18  1930    12540      6803.44
  Aug     18  1900    12540      6803.44
  Aug     18  1830    12540      6803.44
  Aug     18  1800    12540      6803.44
  Aug     18  1730    12540      6803.44
  Aug     18  1700    12547      6803.45
  Aug     18  1630    12547      6803.45
  Aug     18  1600    12547      6803.45
  Aug     18  1530    12553      6803.46
  Aug     18  1500    12560      6803.47
  Aug     18  1430    12547      6803.45
  Aug     18  1400    12547      6803.45
  Aug     18  1330    12547      6803.45
  Aug     18  1300    12547      6803.45
  Aug     18  1230    12547      6803.45
  Aug     18  1200    12547      6803.45
  Aug     18  1130    12547      6803.45
  Aug     18  1100    12547      6803.45
  Aug     18  1030    12547      6803.45
  Aug     18  1000    12547      6803.45
  Aug     18   930    12547      6803.45
  Aug     18   900    12547      6803.45
  Aug     18   830    12547      6803.45
  Aug     18   800    12547      6803.45
  Aug     18   730    12547      6803.45
  Aug     18   700    12547      6803.45
  Aug     18   630    12547      6803.45
  Aug     18   600    12547      6803.45
  Aug     18   530    12547      6803.45
  Aug     18   500    12547      6803.45
  Aug     18   430    12547      6803.45
  Aug     18   400    12547      6803.45
  Aug     18   330    12547      6803.45
  Aug     18   300    12547      6803.45
  Aug     18   230    12547      6803.45
  Aug     18   200    12547      6803.45
  Aug     18   130    12547      6803.45
  Aug     18   100    12547      6803.45
  Aug     18    30    12547      6803.45
  Aug     18     0    12553      6803.46
  Aug     17  2330    12553      6803.46
  Aug     17  2300    12553      6803.46
  Aug     17  2230    12553      6803.46
  Aug     17  2200    12553      6803.46
  Aug     17  2130    12547      6803.45
  Aug     17  2100    12547      6803.45
  Aug     17  2030    12547      6803.45
  Aug     17  2000    12553      6803.46
  Aug     17  1930    12553      6803.46
  Aug     17  1900    12553      6803.46
  Aug     17  1830    12547      6803.45
  Aug     17  1800    12553      6803.46
  Aug     17  1730    12553      6803.46
  Aug     17  1700    12553      6803.46
  Aug     17  1630    12540      6803.44
  Aug     17  1600    12540      6803.44
  Aug     17  1530    12547      6803.45
  Aug     17  1500    12547      6803.45
  Aug     17  1430    12547      6803.45
  Aug     17  1400    12547      6803.45
  Aug     17  1330    12547      6803.45
  Aug     17  1300    12547      6803.45
  Aug     17  1230    12547      6803.45
  Aug     17  1200    12547      6803.45
  Aug     17  1130    12547      6803.45
  Aug     17  1100    12547      6803.45
  Aug     17  1030    12547      6803.45
  Aug     17  1000    12547      6803.45
  Aug     17   930    12547      6803.45
  Aug     17   900    12547      6803.45
  Aug     17   830    12547      6803.45
  Aug     17   800    12547      6803.45
  Aug     17   730    12533      6803.43
  Aug     17   700    12526      6803.42
  Aug     17   630    12512      6803.40
  Aug     17   600    12498      6803.38
  Aug     17   530    12491      6803.37
  Aug     17   500    12478      6803.35
  Aug     17   430    12471      6803.34
  Aug     17   400    12457      6803.32
  Aug     17   330    12443      6803.30
  Aug     17   300    12429      6803.28
  Aug     17   230    12423      6803.27
  Aug     17   200    12409      6803.25
  Aug     17   130    12395      6803.23
  Aug     17   100    12389      6803.22
  Aug     17    30    12375      6803.20
  Aug     17     0    12361      6803.18
  Aug     16  2330    12347      6803.16
  Aug     16  2300    12340      6803.15
  Aug     16  2230    12327      6803.13
  Aug     16  2200    12313      6803.11
  Aug     16  2130    12292      6803.08
  Aug     16  2100    12285      6803.07
  Aug     16  2030    12279      6803.06
  Aug     16  2000    12272      6803.05
  Aug     16  1930    12258      6803.03
  Aug     16  1900    12245      6803.01
  Aug     16  1830    12238      6803.00
  Aug     16  1800    12224      6802.98
  Aug     16  1730    12218      6802.97
  Aug     16  1700    12197      6802.94
  Aug     16  1630    12197      6802.94
  Aug     16  1600    12184      6802.92
  Aug     16  1530    12170      6802.90
  Aug     16  1500    12137      6802.85
  Aug     16  1430    12130      6802.84
  Aug     16  1400    12103      6802.80
  Aug     16  1330    12096      6802.79
  Aug     16  1300    12083      6802.77
  Aug     16  1230    12062      6802.74
  Aug     16  1200    12055      6802.73
  Aug     16  1130    12042      6802.71
  Aug     16  1100    12035      6802.70
  Aug     16  1030    12022      6802.68
  Aug     16  1000    12008      6802.66
  Aug     16   930    12001      6802.65
  Aug     16   900    11988      6802.63
  Aug     16   830    11975      6802.61
  Aug     16   800    11961      6802.59
  Aug     16   730    11954      6802.58
  Aug     16   700    11941      6802.56
  Aug     16   630    11927      6802.54
  Aug     16   600    11920      6802.53
  Aug     16   530    11907      6802.51
  Aug     16   500    11893      6802.49
  Aug     16   430    11880      6802.47
  Aug     16   400    11873      6802.46
  Aug     16   330    11860      6802.44
  Aug     16   300    11846      6802.42
  Aug     16   230    11833      6802.40
  Aug     16   200    11820      6802.38
  Aug     16   130    11813      6802.37
  Aug     16   100    11800      6802.35
  Aug     16    30    11793      6802.34
  Aug     16     0    11780      6802.32
  Aug     15  2330    11767      6802.30
  Aug     15  2300    11760      6802.29
  Aug     15  2230    11740      6802.26
  Aug     15  2200    11727      6802.24
  Aug     15  2130    11713      6802.22
  Aug     15  2100    11707      6802.21
  Aug     15  2030    11693      6802.19
  Aug     15  2000    11680      6802.17
  Aug     15  1930    11666      6802.15
  Aug     15  1900    11660      6802.14
  Aug     15  1830    11646      6802.12
  Aug     15  1800    11633      6802.10
  Aug     15  1730    11620      6802.08
  Aug     15  1700    11607      6802.06
  Aug     15  1630    11600      6802.05
  Aug     15  1600    11587      6802.03
  Aug     15  1530    11580      6802.02
  Aug     15  1500    11567      6802.00
  Aug     15  1430    11554      6801.98
  Aug     15  1400    11547      6801.97
  Aug     15  1330    11534      6801.95
  Aug     15  1300    11521      6801.93
  Aug     15  1230    11508      6801.91
  Aug     15  1200    11495      6801.89
  Aug     15  1130    11488      6801.88
  Aug     15  1100    11468      6801.85
  Aug     15  1030    11461      6801.84
  Aug     15  1000    11448      6801.82
  Aug     15   930    11435      6801.80
  Aug     15   900    11429      6801.79
  Aug     15   830    11415      6801.77
  Aug     15   800    11402      6801.75
  Aug     15   730    11389      6801.73
  Aug     15   700    11375      6801.71
  Aug     15   630    11369      6801.70
  Aug     15   600    11356      6801.68
  Aug     15   530    11343      6801.66
  Aug     15   500    11329      6801.64
  Aug     15   430    11323      6801.63
  Aug     15   400    11309      6801.61
  Aug     15   330    11296      6801.59
  Aug     15   300    11283      6801.57
  Aug     15   230    11270      6801.55
  Aug     15   200    11264      6801.54
  Aug     15   130    11251      6801.52
  Aug     15   100    11238      6801.50
  Aug     15    30    11232      6801.49
  Aug     15     0    11218      6801.47
  Aug     14  2330    11205      6801.45
  Aug     14  2300    11192      6801.43
  Aug     14  2230    11179      6801.41
  Aug     14  2200    11166      6801.39
  Aug     14  2130    11159      6801.38
  Aug     14  2100    11140      6801.35
  Aug     14  2030    11133      6801.34
  Aug     14  2000    11120      6801.32
  Aug     14  1930    11107      6801.30
  Aug     14  1900    11101      6801.29
  Aug     14  1830    11088      6801.27
  Aug     14  1800    11075      6801.25
  Aug     14  1730    11075      6801.25
  Aug     14  1700    11061      6801.23
  Aug     14  1630    11075      6801.25
  Aug     14  1600    11035      6801.19
  Aug     14  1530    11009      6801.15
  Aug     14  1500    11003      6801.14
  Aug     14  1430    10990      6801.12
  Aug     14  1400    10977      6801.10
  Aug     14  1330    10964      6801.08
  Aug     14  1300    10957      6801.07
  Aug     14  1230    10944      6801.05
  Aug     14  1200    10931      6801.03
  Aug     14  1130    10918      6801.01
  Aug     14  1100    10906      6800.99
  Aug     14  1030    10893      6800.97
  Aug     14  1000    10880      6800.95
  Aug     14   930    10867      6800.93
  Aug     14   900    10861      6800.92
  Aug     14   830    10848      6800.90
  Aug     14   800    10835      6800.88
  Aug     14   730    10822      6800.86
  Aug     14   700    10816      6800.85
  Aug     14   630    10803      6800.83
  Aug     14   600    10790      6800.81
  Aug     14   530    10777      6800.79
  Aug     14   500    10764      6800.77
  Aug     14   430    10757      6800.76
  Aug     14   400    10745      6800.74
  Aug     14   330    10732      6800.72
  Aug     14   300    10719      6800.70
  Aug     14   230    10706      6800.68
  Aug     14   200    10693      6800.66
  Aug     14   130    10687      6800.65
  Aug     14   100    10674      6800.63
  Aug     14    30    10661      6800.61
  Aug     14     0    10648      6800.59
  Aug     13  2330    10636      6800.57
  Aug     13  2300    10623      6800.55
  Aug     13  2230    10610      6800.53
  Aug     13  2200    10597      6800.51
  Aug     13  2130    10585      6800.49
  Aug     13  2100    10572      6800.47
  Aug     13  2030    10559      6800.45
  Aug     13  2000    10553      6800.44
  Aug     13  1930    10540      6800.42
  Aug     13  1900    10527      6800.40
  Aug     13  1830    10514      6800.38
  Aug     13  1800    10508      6800.37
  Aug     13  1730    10489      6800.34
  Aug     13  1700    10482      6800.33
  Aug     13  1630    10476      6800.32
  Aug     13  1600    10470      6800.31
  Aug     13  1530    10438      6800.26
  Aug     13  1500    10457      6800.29
  Aug     13  1430    10413      6800.22
  Aug     13  1400    10400      6800.20
  Aug     13  1330    10387      6800.18
  Aug     13  1300    10375      6800.16
  Aug     13  1230    10362      6800.14
  Aug     13  1200    10343      6800.11
  Aug     13  1130    10330      6800.09
  Aug     13  1100    10311      6800.06
  Aug     13  1030    10292      6800.03
  Aug     13  1000    10267      6799.99
  Aug     13   930    10254      6799.97
  Aug     13   900    10229      6799.93
  Aug     13   830    10204      6799.89
  Aug     13   800    10192      6799.87
  Aug     13   730    10185      6799.86
  Aug     13   700    10185      6799.86
  Aug     13   630    10185      6799.86
  Aug     13   600    10185      6799.86
  Aug     13   530    10185      6799.86
  Aug     13   500    10185      6799.86
  Aug     13   430    10185      6799.86
  Aug     13   400    10185      6799.86
  Aug     13   330    10185      6799.86
  Aug     13   300    10185      6799.86
  Aug     13   230    10185      6799.86
  Aug     13   200    10185      6799.86
  Aug     13   130    10185      6799.86
  Aug     13   100    10179      6799.85
  Aug     13    30    10179      6799.85
  Aug     13     0    10179      6799.85
  Aug     12  2330    10179      6799.85
  Aug     12  2300    10179      6799.85
  Aug     12  2230    10179      6799.85
  Aug     12  2200    10179      6799.85
  Aug     12  2130    10173      6799.84
  Aug     12  2100    10173      6799.84
  Aug     12  2030    10179      6799.85
  Aug     12  2000    10179      6799.85
  Aug     12  1930    10173      6799.84
  Aug     12  1900    10173      6799.84
  Aug     12  1830    10173      6799.84
  Aug     12  1800    10173      6799.84
  Aug     12  1730    10173      6799.84
  Aug     12  1700    10173      6799.84
  Aug     12  1630    10173      6799.84
  Aug     12  1600    10167      6799.83
  Aug     12  1530    10167      6799.83
  Aug     12  1500    10160      6799.82
  Aug     12  1430    10160      6799.82
  Aug     12  1400    10160      6799.82
  Aug     12  1330    10160      6799.82
  Aug     12  1300    10160      6799.82
  Aug     12  1230    10154      6799.81
  Aug     12  1200    10154      6799.81
  Aug     12  1130    10154      6799.81
  Aug     12  1100    10154      6799.81
  Aug     12  1030    10154      6799.81
  Aug     12  1000    10154      6799.81
  Aug     12   930    10154      6799.81
  Aug     12   900    10148      6799.80
  Aug     12   830    10148      6799.80
  Aug     12   800    10148      6799.80
  Aug     12   730    10148      6799.80
  Aug     12   700    10148      6799.80
  Aug     12   630    10148      6799.80
  Aug     12   600    10148      6799.80
  Aug     12   530    10148      6799.80
  Aug     12   500    10148      6799.80
  Aug     12   430    10142      6799.79
  Aug     12   400    10142      6799.79
  Aug     12   330    10142      6799.79
  Aug     12   300    10142      6799.79
  Aug     12   230    10142      6799.79
  Aug     12   200    10142      6799.79
  Aug     12   130    10142      6799.79
  Aug     12   100    10142      6799.79
  Aug     12    30    10142      6799.79
  Aug     12     0    10142      6799.79
  Aug     11  2330    10142      6799.79
  Aug     11  2300    10142      6799.79
  Aug     11  2230    10135      6799.78
  Aug     11  2200    10135      6799.78
  Aug     11  2130    10135      6799.78
  Aug     11  2100    10135      6799.78
  Aug     11  2030    10135      6799.78
  Aug     11  2000    10135      6799.78
  Aug     11  1930    10135      6799.78
  Aug     11  1900    10129      6799.77
  Aug     11  1830    10135      6799.78
  Aug     11  1800    10129      6799.77
  Aug     11  1730    10129      6799.77
  Aug     11  1700    10123      6799.76
  Aug     11  1630    10123      6799.76
  Aug     11  1600    10123      6799.76
  Aug     11  1530    10123      6799.76
  Aug     11  1500    10123      6799.76
  Aug     11  1430    10117      6799.75
  Aug     11  1400    10117      6799.75
  Aug     11  1330    10117      6799.75
  Aug     11  1300    10117      6799.75
  Aug     11  1230    10117      6799.75
  Aug     11  1200    10117      6799.75
  Aug     11  1130    10117      6799.75
  Aug     11  1100    10117      6799.75
  Aug     11  1030    10110      6799.74
  Aug     11  1000    10110      6799.74
  Aug     11   930    10110      6799.74
  Aug     11   900    10110      6799.74
  Aug     11   830    10110      6799.74
  Aug     11   800    10110      6799.74
  Aug     11   730    10110      6799.74
  Aug     11   700    10110      6799.74
  Aug     11   630    10110      6799.74
  Aug     11   600    10104      6799.73
  Aug     11   530    10104      6799.73
  Aug     11   500    10104      6799.73
  Aug     11   430    10104      6799.73
  Aug     11   400    10104      6799.73
  Aug     11   330    10104      6799.73
  Aug     11   300    10104      6799.73
  Aug     11   230    10104      6799.73
  Aug     11   200    10104      6799.73
  Aug     11   130    10104      6799.73
  Aug     11   100    10098      6799.72
  Aug     11    30    10098      6799.72
  Aug     11     0    10098      6799.72
  Aug     10  2330    10098      6799.72
  Aug     10  2300    10098      6799.72
  Aug     10  2230    10098      6799.72
  Aug     10  2200    10098      6799.72
  Aug     10  2130    10098      6799.72
  Aug     10  2100    10091      6799.71
  Aug     10  2030    10091      6799.71
  Aug     10  2000    10091      6799.71
  Aug     10  1930    10098      6799.72
  Aug     10  1900    10091      6799.71
  Aug     10  1830    10091      6799.71
  Aug     10  1800    10091      6799.71
  Aug     10  1730    10072      6799.68
  Aug     10  1700    10072      6799.68
  Aug     10  1630    10079      6799.69
  Aug     10  1600    10079      6799.69
  Aug     10  1530    10072      6799.68
  Aug     10  1500    10072      6799.68
  Aug     10  1430    10072      6799.68
  Aug     10  1400    10072      6799.68
  Aug     10  1330    10072      6799.68
  Aug     10  1300    10079      6799.69
  Aug     10  1230    10085      6799.70
  Aug     10  1200    10110      6799.74
  Aug     10  1130    10123      6799.76
  Aug     10  1100    10148      6799.80
  Aug     10  1030    10167      6799.83
  Aug     10  1000    10179      6799.85
  Aug     10   930    10192      6799.87
  Aug     10   900    10216      6799.91
  Aug     10   830    10216      6799.91
  Aug     10   800    10216      6799.91
  Aug     10   730    10216      6799.91
  Aug     10   700    10216      6799.91
  Aug     10   630    10216      6799.91
  Aug     10   600    10216      6799.91
  Aug     10   530    10216      6799.91
  Aug     10   500    10216      6799.91
  Aug     10   430    10216      6799.91
  Aug     10   400    10216      6799.91
  Aug     10   330    10216      6799.91
  Aug     10   300    10210      6799.90
  Aug     10   230    10210      6799.90
  Aug     10   200    10210      6799.90
  Aug     10   130    10210      6799.90
  Aug     10   100    10204      6799.89
  Aug     10    30    10204      6799.89
  Aug     10     0    10204      6799.89
  Aug      9  2330    10204      6799.89
  Aug      9  2300    10198      6799.88
  Aug      9  2230    10198      6799.88
  Aug      9  2200    10198      6799.88
  Aug      9  2130    10192      6799.87
  Aug      9  2100    10192      6799.87
  Aug      9  2030    10192      6799.87
  Aug      9  2000    10192      6799.87
  Aug      9  1930    10192      6799.87
  Aug      9  1900    10192      6799.87
  Aug      9  1830    10192      6799.87
  Aug      9  1800    10192      6799.87
  Aug      9  1730    10192      6799.87
  Aug      9  1700    10173      6799.84
  Aug      9  1630    10179      6799.85
  Aug      9  1600    10179      6799.85
  Aug      9  1530    10173      6799.84
  Aug      9  1500    10173      6799.84
  Aug      9  1430    10173      6799.84
  Aug      9  1400    10173      6799.84
  Aug      9  1330    10173      6799.84
  Aug      9  1300    10173      6799.84
  Aug      9  1230    10167      6799.83
  Aug      9  1200    10167      6799.83
  Aug      9  1130    10167      6799.83
  Aug      9  1100    10167      6799.83
  Aug      9  1030    10160      6799.82
  Aug      9  1000    10160      6799.82
  Aug      9   930    10160      6799.82
